ack__slot__attrition_ratio__event_ratio	array(varchar)			
ack__slot__attrition_ratio__event_ratio__position_ratio	array(double)			
ack__slot__attrition_ratio__event_ratio__concrete_event_id	array(bigint)			
ack__slot__pod_group_id	integer			
ack__slot__pod_sequence	integer			
ack__slot__total_pods_in_group	integer			
ack__slot__adunit_podgroup_offset	integer			
ack__slot__time_unfilled	integer			
ack__slot__raw_max_duration	integer			
ack__slot__network	array(varchar)			
ack__slot__network__role	array(varchar)			
ack__slot__network__network_id	array(bigint)			
ack__slot__network__content_owner_network_id	array(bigint)			
ack__slot__network__distributor_network_id	array(bigint)			
ack__slot__network__reseller_network_id	array(bigint)			
ack__slot__network__revenue	array(double)			
ack__slot__network__content_owner_revenue	array(double)			
ack__slot__network__distributor_revenue	array(double)			
ack__slot__network__reseller_revenue	array(double)			
ack__slot__network__competition_resellers	array(integer)			
ack__slot__network__rule_id	array(bigint)			
ack__slot__network__rule_ext_id	array(bigint)			
ack__slot__network__rule_flags	array(bigint)			
ack__slot__network__asset_id	array(bigint)			
ack__slot__network__site_section_id	array(bigint)			
ack__slot__network__series_id	array(bigint)			
ack__slot__network__site_id	array(bigint)			
ack__slot__network__asset_group_id	array(bigint)			
ack__slot__network__site_group_id	array(bigint)			
ack__slot__network__airing_channel_group_id	array(bigint)			
ack__slot__network__airing_channel_id	array(bigint)			
ack__slot__network__airing_id	array(bigint)			
ack__slot__network__scenario_id	array(bigint)			
ack__slot__network__flags	array(bigint)			
ack__slot__network__audience_item	array(bigint)			
ack__slot__network__avails	array(integer)			
ack__candidate	varchar			
ack__candidate__network_id	bigint			
ack__candidate__ad_id	bigint			
ack__candidate__price	double			
ack__candidate__original_price	double			
ack__candidate__currency_id	bigint			
ack__candidate__duration	integer			
ack__candidate__profile_check_passed	boolean			
ack__candidate__errors	array(varchar)			
ack__candidate__external_id	bigint			
ack__candidate__response_industry	array(bigint)			
ack__candidate__cch_key	varchar			
ack__candidate__external_ad_id	varchar			
ack__candidate__redirect_count	integer			
ack__candidate__domain	varchar			
ack__candidate__response_time	integer			
ack__candidate__error	varchar			
ack__candidate__content_type	varchar			
ack__candidate__price_type	varchar			
ack__candidate__bsi_id	integer			
ack__candidate__zone_id	integer			
ack__candidate__bid_replica_id	integer			
ack__candidate__pod_replica_id	integer			
ack__candidate__deal_id	varchar			
ack__candidate__external_network_id	bigint			
ack__candidate__integration_type	varchar			
ack__candidate__internal_ad_index	integer			
ack__candidate__flags	bigint			
ack__candidate__playlist_response_time	integer			
ack__candidate__raw_price	double			
ack__candidate__clearing_price	double			
ack__candidate__sfx_buyer_id	bigint			
ack__candidate__sfx_dsp_id	bigint			
ack__candidate__two_phase_translated	boolean			
ack__candidate__internal_rtb_auction_index	integer			
ack__candidate__rtb_auction_index	integer			
ack__candidate__rtb_impression_index	integer			
ack__candidate__dsp_id	bigint			
ack__candidate__buyer_platform_id	bigint			
ack__candidate__internal_seat_id	bigint			
ack__candidate__buyer_id	bigint			
ack__candidate__buyer_group_id	bigint			
ack__candidate__internal_deal_id	bigint			
ack__candidate__rtb_impression_slot_index	integer			
ack__request	varchar			
ack__request__timestamp	bigint			
ack__request__flags	bigint			
ack__request__context	varchar			
ack__request__context__network_id	bigint			
ack__request__context__asset_id	bigint			
ack__request__context__custom_asset_id	varchar			
ack__request__context__asset_chain	varchar			
ack__request__context__asset_chain__content_right_owner	varchar			
ack__request__context__asset_chain__content_right_owner__network_id	bigint			
ack__request__context__asset_chain__content_right_owner__asset_id	bigint			
ack__request__context__asset_chain__content_right_owner__context_id	bigint			
ack__request__context__asset_chain__content_right_owner__parent	array(bigint)			
ack__request__context__asset_chain__content_right_owner__audience_item_id	array(integer)			
ack__request__context__asset_chain__content_right_owner__audience_item_flag	array(integer)			
ack__request__context__asset_chain__content_right_owner__scenario_id	integer			
ack__request__context__asset_chain__content_right_owner__asset_group_id	array(bigint)			
ack__request__context__asset_chain__content_right_owner__series_id	bigint			
ack__request__context__asset_chain__content_right_owner__airing_id	bigint			
ack__request__context__asset_chain__content_right_owner__airing_channel_id	bigint			
ack__request__context__asset_chain__content_right_owner__airing_channel_group_id	array(bigint)			
ack__request__context__asset_chain__content_right_owner__site_id	bigint			
ack__request__context__asset_chain__distributor	array(varchar)			
ack__request__context__asset_chain__distributor__network_id	array(bigint)			
ack__request__context__asset_chain__distributor__asset_id	array(bigint)			
ack__request__context__asset_chain__distributor__context_id	array(bigint)			
ack__request__context__asset_chain__distributor__parent	array(bigint)			
ack__request__context__asset_chain__distributor__audience_item_id	array(integer)			
ack__request__context__asset_chain__distributor__audience_item_flag	array(integer)			
ack__request__context__asset_chain__distributor__scenario_id	array(integer)			
ack__request__context__asset_chain__distributor__asset_group_id	array(bigint)			
ack__request__context__asset_chain__distributor__series_id	array(bigint)			
ack__request__context__asset_chain__distributor__airing_id	array(bigint)			
ack__request__context__asset_chain__distributor__airing_channel_id	array(bigint)			
ack__request__context__asset_chain__distributor__airing_channel_group_id	array(bigint)			
ack__request__context__asset_chain__distributor__site_id	array(bigint)			
ack__request__context__asset_chain__content_owner	array(varchar)			
ack__request__context__asset_chain__content_owner__network_id	array(bigint)			
ack__request__context__asset_chain__content_owner__asset_id	array(bigint)			
ack__request__context__asset_chain__content_owner__context_id	array(bigint)			
ack__request__context__asset_chain__content_owner__parent	array(bigint)			
ack__request__context__asset_chain__content_owner__audience_item_id	array(integer)			
ack__request__context__asset_chain__content_owner__audience_item_flag	array(integer)			
ack__request__context__asset_chain__content_owner__scenario_id	array(integer)			
ack__request__context__asset_chain__content_owner__asset_group_id	array(bigint)			
ack__request__context__asset_chain__content_owner__series_id	array(bigint)			
ack__request__context__asset_chain__content_owner__airing_id	array(bigint)			
ack__request__context__asset_chain__content_owner__airing_channel_id	array(bigint)			
ack__request__context__asset_chain__content_owner__airing_channel_group_id	array(bigint)			
ack__request__context__asset_chain__content_owner__site_id	array(bigint)			
